Geneid	WT_1	WT_2	DEL_slyA_1	DEL_slyA_2
BW25113_RS12255	8	5	14	4
BW25113_RS12260	11	6	8	6
BW25113_RS12265	35	33	41	49
BW25113_RS12270	12	6	5	18
BW25113_RS26185	3	5	3	2
BW25113_RS12280	2	3	2	2
BW25113_RS12285	1	0	0	0
BW25113_RS12295	2	0	0	0
BW25113_RS12305	0	0	1	0
BW25113_RS12310	0	0	0	0
BW25113_RS12315	0	0	0	0
BW25113_RS12320	0	0	0	0
BW25113_RS12325	0	0	0	1
BW25113_RS12330	13	11	8	11
BW25113_RS12335	14	8	8	8
BW25113_RS12340	11	11	12	15
BW25113_RS12345	15	16	16	17
BW25113_RS12350	20	12	9	9
BW25113_RS12355	15	17	11	8
BW25113_RS12360	9	9	5	6
BW25113_RS12365	83	75	40	26
BW25113_RS12370	12	13	5	11
BW25113_RS12375	8	6	15	7
BW25113_RS12380	19	16	16	13
BW25113_RS12385	11	3	6	10
BW25113_RS12390	6	6	5	7
BW25113_RS12395	2	2	1	2
BW25113_RS12405	9	6	2	8
BW25113_RS12410	82	73	85	81
BW25113_RS25205	5	3	10	0
BW25113_RS12415	41	42	45	52
BW25113_RS12420	33	23	16	25
BW25113_RS12425	23	20	19	13
BW25113_RS12430	11	12	6	14
BW25113_RS12435	29	31	22	27
BW25113_RS12440	9	14	8	13
BW25113_RS12445	9	10	11	20
BW25113_RS12450	12	11	15	16
BW25113_RS12455	3	4	8	4
BW25113_RS12460	51	46	41	38
BW25113_RS12465	18	20	19	17
BW25113_RS12470	19	10	9	8
BW25113_RS12480	24	35	27	26
BW25113_RS26535	3	6	6	2
BW25113_RS12485	40	41	30	41
BW25113_RS12490	0	0	0	0
BW25113_RS12495	38	37	34	40
BW25113_RS12500	3	3	4	1
BW25113_RS12505	3	4	0	4
BW25113_RS12510	23	31	16	7
BW25113_RS12515	24	26	15	26
BW25113_RS12520	104	130	90	121
BW25113_RS12525	2	3	3	2
BW25113_RS12530	0	0	1	0
BW25113_RS12535	0	2	0	1
BW25113_RS23120	1	0	0	2
BW25113_RS12540	2	1	1	5
BW25113_RS12545	0	0	0	0
BW25113_RS12550	2	3	1	0
BW25113_RS12555	2	0	0	1
BW25113_RS12560	2	1	1	2
BW25113_RS12565	14	8	9	13
BW25113_RS12570	9	15	14	10
BW25113_RS12575	1	1	1	2
BW25113_RS12580	71	50	61	47
BW25113_RS12585	104	122	93	100
BW25113_RS12590	11	26	11	13
BW25113_RS12595	78	61	89	104
BW25113_RS12600	221	211	235	222
BW25113_RS12605	609	566	538	547
BW25113_RS12610	166	158	167	180
BW25113_RS12615	24	31	18	18
BW25113_RS12620	12	8	3	7
BW25113_RS12625	16	17	10	9
BW25113_RS12630	17	20	14	17
BW25113_RS12635	10	10	12	8
BW25113_RS12640	8	8	5	8
BW25113_RS12645	4	6	4	7
BW25113_RS12650	19	15	11	8
BW25113_RS12655	314	322	195	162
BW25113_RS12660	8	16	10	6
BW25113_RS12665	22	20	15	14
BW25113_RS12670	30	42	12	22
BW25113_RS12675	45	38	10	12
BW25113_RS12680	150	160	112	102
BW25113_RS12685	38	46	20	15
BW25113_RS12690	8	7	6	7
BW25113_RS12695	5	17	11	12
BW25113_RS12700	33	34	47	35
BW25113_RS12705	21	22	14	9
BW25113_RS12710	15	10	15	14
BW25113_RS12715	12	7	3	3
BW25113_RS12720	6	3	4	6
BW25113_RS12725	14	12	12	7
BW25113_RS12730	42	49	35	35
BW25113_RS12735	17	24	13	14
BW25113_RS12740	6	5	3	7
BW25113_RS12745	1	0	0	0
BW25113_RS12750	0	0	0	0
BW25113_RS12755	0	1	0	0
BW25113_RS12760	1	0	1	0
BW25113_RS12765	1	0	1	1
BW25113_RS12770	3	1	0	0
BW25113_RS12775	18	19	19	19
BW25113_RS26380	0	0	0	0
BW25113_RS12780	7	14	7	8
BW25113_RS12785	7	14	9	9
BW25113_RS12790	10	10	7	10
BW25113_RS12795	10	11	6	3
BW25113_RS12800	10	10	9	12
BW25113_RS12805	5	3	2	3
BW25113_RS12810	1	3	1	3
BW25113_RS12815	9	16	7	5
BW25113_RS12820	11	9	4	4
BW25113_RS12825	6	8	3	8
BW25113_RS12830	6	3	8	8
BW25113_RS12835	5	2	3	4
BW25113_RS12840	376	340	297	267
BW25113_RS12845	36	42	22	25
BW25113_RS12850	64	56	43	54
BW25113_RS12855	21	20	20	23
BW25113_RS12860	15	17	15	15
BW25113_RS12865	55	55	45	47
BW25113_RS12870	28	23	25	30
BW25113_RS12875	47	54	33	34
BW25113_RS25220	21	15	23	17
BW25113_RS12885	20	21	14	14
BW25113_RS12890	61	60	49	57
BW25113_RS12895	15	14	6	4
BW25113_RS12900	14	19	21	17
BW25113_RS12905	47	61	27	34
BW25113_RS12910	35	46	26	27
BW25113_RS12915	69	85	34	22
BW25113_RS12925	154	159	114	113
BW25113_RS12930	168	169	138	132
BW25113_RS12935	20	17	25	12
BW25113_RS12940	21	21	15	17
BW25113_RS12945	7	8	6	11
BW25113_RS12950	30	14	21	12
BW25113_RS12955	7	3	9	10
BW25113_RS12960	15	10	8	12
BW25113_RS12965	3	10	4	4
BW25113_RS12970	14	14	10	8
BW25113_RS12975	17	8	8	11
BW25113_RS12980	2	6	3	7
BW25113_RS12985	5	7	4	8
BW25113_RS12990	4	3	2	2
BW25113_RS12995	22	21	24	16
BW25113_RS13000	16	20	13	11
BW25113_RS13005	20	31	18	11
BW25113_RS13010	60	68	37	58
BW25113_RS13015	20	22	8	13
BW25113_RS13020	17	17	12	15
BW25113_RS13025	15	17	14	13
BW25113_RS13030	51	40	28	44
BW25113_RS13035	29	29	13	11
BW25113_RS13040	16	24	6	12
BW25113_RS13045	84	82	70	74
BW25113_RS13050	76	59	67	50
BW25113_RS13055	20	26	28	20
BW25113_RS25940	3	0	0	2
BW25113_RS13065	8	8	5	3
BW25113_RS13070	1	4	8	3
BW25113_RS13075	7	6	9	8
BW25113_RS13080	135	128	107	104
BW25113_RS13085	50	40	47	25
BW25113_RS13090	29	36	45	40
BW25113_RS13095	12	7	6	11
BW25113_RS13100	120	142	98	90
BW25113_RS13105	168	180	138	102
BW25113_RS13110	93	102	70	52
BW25113_RS13115	195	190	152	161
BW25113_RS13120	178	149	134	141
BW25113_RS13125	163	179	180	168
BW25113_RS13130	62	60	70	55
BW25113_RS13135	48	37	16	16
BW25113_RS13140	44	46	25	28
BW25113_RS13145	224	191	126	182
BW25113_RS13150	59	62	51	55
BW25113_RS26190	4	6	6	5
BW25113_RS13155	25	34	31	36
BW25113_RS13160	114	95	77	88
BW25113_RS13165	11	15	10	11
BW25113_RS13170	28	33	32	28
BW25113_RS13175	140	111	79	103
BW25113_RS13180	23	28	33	51
BW25113_RS13185	90	81	102	79
BW25113_RS13190	150	153	154	130
BW25113_RS13195	451	471	403	386
BW25113_RS13200	110	117	74	79
BW25113_RS13205	82	76	65	70
BW25113_RS13210	53	37	20	15
BW25113_RS13215	14	11	7	8
BW25113_RS13220	25	29	21	26
BW25113_RS13225	31	24	16	14
BW25113_RS13230	31	30	27	14
BW25113_RS13235	13	20	21	9
BW25113_RS13240	3	3	5	3
BW25113_RS13245	9	4	2	1
BW25113_RS13250	9	11	9	14
BW25113_RS13255	17	9	11	12
BW25113_RS13260	5	7	5	4
BW25113_RS13265	8	15	6	7
BW25113_RS13270	13	10	11	8
BW25113_RS13275	7	7	10	4
BW25113_RS13280	14	16	11	11
BW25113_RS13285	11	6	10	3
BW25113_RS13290	22	33	39	30
BW25113_RS13295	12	9	13	15
BW25113_RS13300	217	227	132	152
BW25113_RS13305	23	20	21	18
BW25113_RS13310	9	10	11	8
BW25113_RS13315	35	31	21	19
BW25113_RS13320	33	20	25	17
BW25113_RS13325	39	38	32	28
BW25113_RS13330	84	102	59	59
BW25113_RS13335	18	16	20	15
BW25113_RS13340	13	8	9	8
BW25113_RS13345	19	21	10	10
BW25113_RS13350	21	18	16	17
BW25113_RS13355	4	5	6	6
BW25113_RS13360	1	5	2	3
BW25113_RS13375	12	16	10	7
BW25113_RS13380	45	29	27	27
BW25113_RS13385	26	24	28	36
BW25113_RS13390	84	78	68	68
BW25113_RS13395	58	57	45	53
BW25113_RS13400	77	71	66	61
BW25113_RS13405	184	191	148	142
BW25113_RS13410	53	44	28	28
BW25113_RS13415	156	144	85	68
BW25113_RS13420	464	498	153	174
BW25113_RS13425	250	283	100	105
BW25113_RS25695	6	11	14	4
BW25113_RS13435	14	27	17	19
BW25113_RS13440	16	17	13	4
BW25113_RS13445	64	61	60	49
BW25113_RS13455	16	28	13	32
BW25113_RS13460	9	7	14	5
BW25113_RS13465	212	236	312	290
BW25113_RS13470	24	17	27	22
BW25113_RS13475	103	70	87	79
BW25113_RS13485	22	14	15	15
BW25113_RS13490	14	10	7	8
BW25113_RS13495	158	161	80	81
BW25113_RS13500	143	151	126	111
BW25113_RS13505	47	34	51	44
BW25113_RS13510	291	289	300	294
BW25113_RS13520	4	8	2	4
BW25113_RS13525	4677	4669	4803	4987
BW25113_RS13530	11	14	9	7
BW25113_RS13535	14316	14271	10565	10396
BW25113_RS13540	346	302	1261	1249
BW25113_RS13545	37	33	27	23
BW25113_RS13550	58	62	45	43
BW25113_RS13555	155	142	122	138
BW25113_RS13565	725	732	857	867
BW25113_RS25700	0	2	5	5
BW25113_RS13570	62	92	101	94
BW25113_RS13575	53	34	40	34
BW25113_RS13580	57	45	53	47
BW25113_RS13585	6	2	4	1
BW25113_RS13590	27	26	16	15
BW25113_RS13595	34	27	23	26
BW25113_RS13600	14	20	12	15
BW25113_RS13605	173	159	232	197
BW25113_RS13610	745	714	733	771
BW25113_RS13615	476	456	474	447
BW25113_RS13620	235	238	229	227
BW25113_RS13625	194	193	170	174
BW25113_RS13630	17	28	15	14
BW25113_RS13635	43	36	37	32
BW25113_RS13640	98	102	163	144
BW25113_RS13650	20	19	16	10
BW25113_RS13655	55	51	32	45
BW25113_RS13660	84	70	47	31
BW25113_RS13665	6	12	7	14
BW25113_RS13670	13	11	5	5
BW25113_RS13675	51	39	45	55
BW25113_RS23125	1718	1715	1179	1233
BW25113_RS13680	31	36	37	24
BW25113_RS13685	3	10	6	9
BW25113_RS13690	0	0	0	0
BW25113_RS13695	1	0	0	1
BW25113_RS13700	0	1	0	1
BW25113_RS13705	71	82	42	51
BW25113_RS13710	60	59	38	38
BW25113_RS13715	1	0	1	1
BW25113_RS13720	63	65	65	72
BW25113_RS13725	21	16	15	16
BW25113_RS13730	2	1	1	2
BW25113_RS13735	0	0	1	0
BW25113_RS13740	1	0	2	0
BW25113_RS13745	0	0	0	0
BW25113_RS13750	0	0	0	0
BW25113_RS13755	0	0	1	0
BW25113_RS13770	1	3	3	0
BW25113_RS13775	0	0	0	0
BW25113_RS13780	0	0	0	0
BW25113_RS24195	0	0	1	0
BW25113_RS13785	1	2	0	0
BW25113_RS13790	3	1	1	0
BW25113_RS23130	20	11	10	10
BW25113_RS24200	0	0	0	0
BW25113_RS13825	0	0	0	0
BW25113_RS13845	18	12	15	13
BW25113_RS13850	24	11	12	16
BW25113_RS13855	22	27	17	20
BW25113_RS13860	28	30	16	15
BW25113_RS13865	13	12	12	15
BW25113_RS13870	8	11	10	7
BW25113_RS13875	20	15	9	10
BW25113_RS13880	1	1	4	2
BW25113_RS13885	7	5	5	9
BW25113_RS13890	7	4	11	11
BW25113_RS13895	6	4	2	3
BW25113_RS13900	17	22	20	16
BW25113_RS13905	6	6	2	3
BW25113_RS13910	15	14	7	9
BW25113_RS13915	6	1	4	4
BW25113_RS13920	6	6	5	3
BW25113_RS13925	27	19	23	21
BW25113_RS13930	4	9	14	9
BW25113_RS13935	102	115	202	245
BW25113_RS13940	87	78	180	199
BW25113_RS13945	181	159	477	518
BW25113_RS13955	27	24	24	26
BW25113_RS13960	13	10	14	5
BW25113_RS13965	34	15	25	22
BW25113_RS13970	23	33	26	27
BW25113_RS13975	26	38	31	31
BW25113_RS13980	36	23	34	30
BW25113_RS13985	120	121	105	117
BW25113_RS13990	31	16	18	17
BW25113_RS13995	30	37	31	22
BW25113_RS14005	10	10	15	9
BW25113_RS14010	13	13	12	6
BW25113_RS14015	20	12	10	16
BW25113_RS14020	37	30	18	17
BW25113_RS14025	21	16	16	13
BW25113_RS14030	78	95	80	70
BW25113_RS14035	334	320	316	322
BW25113_RS14045	6	10	12	15
BW25113_RS14050	326	325	259	234
BW25113_RS14055	18	15	20	15
BW25113_RS14060	18	23	17	17
BW25113_RS14065	371	389	161	153
BW25113_RS14070	870	884	358	363
BW25113_RS14075	266	304	133	130
BW25113_RS14080	987	961	427	471
BW25113_RS14085	83	79	35	24
BW25113_RS14090	161	178	91	83
BW25113_RS14095	125	126	57	53
BW25113_RS14100	52	37	19	23
BW25113_RS14105	11	13	14	11
BW25113_RS14110	11	10	13	12
BW25113_RS14115	44	45	36	43
BW25113_RS14120	11	6	10	8
BW25113_RS14125	18	25	10	14
BW25113_RS14130	16	15	7	2
BW25113_RS14135	8	10	11	13
BW25113_RS14140	6	8	11	5
BW25113_RS14145	3	3	4	4
BW25113_RS14150	5	4	6	7
BW25113_RS14155	5	6	10	4
BW25113_RS14160	17	26	14	9
BW25113_RS14165	8	3	5	6
BW25113_RS14170	14	17	18	18
BW25113_RS14175	9	5	6	5
BW25113_RS14185	7	2	4	4
BW25113_RS14190	45	24	13	11
BW25113_RS14195	116	133	67	67
BW25113_RS14200	46	40	12	24
BW25113_RS14205	184	187	82	78
BW25113_RS14210	176	149	78	69
BW25113_RS14215	111	114	65	60
BW25113_RS14220	9	7	6	5
BW25113_RS25950	3	1	3	1
BW25113_RS14225	69	48	55	42
BW25113_RS14230	2	1	1	5
BW25113_RS14235	13	8	12	11
BW25113_RS14240	12	14	15	9
BW25113_RS14245	9	13	11	23
BW25113_RS14250	13	11	13	13
BW25113_RS14255	18	14	13	9
BW25113_RS14260	16	24	15	15
BW25113_RS14265	400	425	425	407
BW25113_RS14270	372	362	323	275
BW25113_RS14275	45	29	39	47
BW25113_RS14280	42	39	44	45
BW25113_RS14285	48	60	56	68
BW25113_RS14290	29	27	27	17
BW25113_RS14295	41	43	44	28
BW25113_RS14300	17	23	15	16
BW25113_RS14305	6	2	6	6
BW25113_RS14310	6	7	3	3
BW25113_RS14315	11	13	22	17
BW25113_RS14320	7	9	8	7
BW25113_RS14325	19	18	13	20
BW25113_RS14330	3	0	0	1
BW25113_RS14335	5	5	2	0
BW25113_RS14340	0	1	2	3
BW25113_RS14345	2	2	3	1
BW25113_RS14350	2	1	2	4
BW25113_RS14355	3	0	0	0
BW25113_RS14360	4	0	3	1
BW25113_RS14365	15	15	12	7
BW25113_RS14370	6	6	9	7
BW25113_RS14375	21	19	14	22
BW25113_RS14380	24	22	26	15
BW25113_RS14385	8	8	4	13
BW25113_RS14390	56	38	26	20
BW25113_RS14395	11	12	7	8
BW25113_RS14400	27	20	14	6
BW25113_RS14405	11	10	12	10
BW25113_RS14410	12	6	2	6
BW25113_RS14415	11	14	10	11
BW25113_RS14420	5	26	11	14
BW25113_RS14425	8	8	5	8
BW25113_RS14430	8	16	19	12
BW25113_RS14435	16	21	28	22
BW25113_RS14440	38	23	26	21
BW25113_RS14445	0	2	1	0
BW25113_RS14450	3	2	11	6
BW25113_RS14455	1103	1113	1245	1297
BW25113_RS14460	276	306	264	276
BW25113_RS14465	37	42	36	33
BW25113_RS14470	14	15	9	11
BW25113_RS14475	20	12	16	11
BW25113_RS14480	130	138	89	70
BW25113_RS14485	27	32	27	29
BW25113_RS14490	64	52	35	52
BW25113_RS14495	42	44	14	20
BW25113_RS14500	37	27	10	17
BW25113_RS14505	33	25	9	19
BW25113_RS14510	12	11	17	17
BW25113_RS14515	15	10	12	13
BW25113_RS14520	4	2	10	4
BW25113_RS14530	7	11	9	13
BW25113_RS14535	27	26	22	16
BW25113_RS14540	280	285	170	182
BW25113_RS14545	168	159	128	178
BW25113_RS14550	68	57	55	48
BW25113_RS14555	11	18	10	13
BW25113_RS14560	51	63	59	47
BW25113_RS14565	22	14	12	23
BW25113_RS14570	8	6	3	1
BW25113_RS14575	60	57	34	28
BW25113_RS14580	40	51	22	24
BW25113_RS14585	16	13	6	10
BW25113_RS14590	28	28	14	16
BW25113_RS14595	26	23	36	28
BW25113_RS14600	10	8	5	7
BW25113_RS14605	17	22	18	13
BW25113_RS14610	20	12	5	8
BW25113_RS14615	55	39	28	48
BW25113_RS14620	24	20	15	17
BW25113_RS14625	20	30	21	20
BW25113_RS14630	28	31	24	30
BW25113_RS14635	11	4	3	1
BW25113_RS14640	7	8	2	1
BW25113_RS14645	2	1	1	1
BW25113_RS14650	37	51	37	35
BW25113_RS14655	48	34	21	32
BW25113_RS14660	48	41	68	64
BW25113_RS14665	141	137	120	124
BW25113_RS14670	97	85	77	83
BW25113_RS14675	111	95	125	96
BW25113_RS14680	2	6	7	8
BW25113_RS14685	5	6	9	6
BW25113_RS14690	9	9	8	13
BW25113_RS14695	12	10	8	8
BW25113_RS14700	41	52	50	29
BW25113_RS14705	56	57	51	48
BW25113_RS14710	128	121	94	95
BW25113_RS14715	51	50	37	46
BW25113_RS26390	1	5	2	4
BW25113_RS14730	12	6	21	15
BW25113_RS14735	15	20	19	13
BW25113_RS14740	15	10	7	7
BW25113_RS14745	76	87	116	89
BW25113_RS14750	28	24	29	22
BW25113_RS14755	50	50	58	50
BW25113_RS14760	30	31	22	29
BW25113_RS14765	23	18	17	12
BW25113_RS14770	14	9	12	7
BW25113_RS14775	15	7	18	18
BW25113_RS14780	29	29	13	24
BW25113_RS14785	14	15	19	5
BW25113_RS14790	19	16	15	13
BW25113_RS14795	50	48	29	33
BW25113_RS14800	23	27	14	14
BW25113_RS14805	7	5	7	6
BW25113_RS14810	0	0	0	0
BW25113_RS14815	0	0	1	1
BW25113_RS25245	0	0	0	0
BW25113_RS14820	0	0	0	0
BW25113_RS14830	0	0	0	0
BW25113_RS14835	1	0	1	0
BW25113_RS14840	0	0	0	0
BW25113_RS14875	0	0	0	0
BW25113_RS26395	5	3	0	2
BW25113_RS14890	9	13	8	5
BW25113_RS14895	1	5	0	4
BW25113_RS14900	31	38	21	16
BW25113_RS14905	64	59	40	39
BW25113_RS14910	22	27	12	15
BW25113_RS14915	14	12	6	6
BW25113_RS14920	123	114	78	83
BW25113_RS14925	41	33	11	19
BW25113_RS14930	42	32	11	9
BW25113_RS14935	43	39	13	8
BW25113_RS14940	19	25	14	12
BW25113_RS14945	29	19	9	9
BW25113_RS14950	120	137	52	37
BW25113_RS14955	45	52	22	24
BW25113_RS14960	29	12	8	10
BW25113_RS14965	96	95	32	43
BW25113_RS14970	52	52	20	17
BW25113_RS14975	43	48	7	8
BW25113_RS14980	167	152	45	50
BW25113_RS14985	22	28	9	20
BW25113_RS14990	25	20	19	25
BW25113_RS14995	13	18	18	13
BW25113_RS15000	7	13	4	6
BW25113_RS15005	17	20	24	17
BW25113_RS15015	14	14	11	14
BW25113_RS15020	0	2	0	1
BW25113_RS25740	2	0	0	0
BW25113_RS15025	10	8	10	5
BW25113_RS15030	158	165	177	154
BW25113_RS15035	153	113	140	133
BW25113_RS15040	94	84	77	87
BW25113_RS15045	41	38	47	48
BW25113_RS15050	53	51	52	60
BW25113_RS15055	26	33	22	24
BW25113_RS15060	24	25	22	25
BW25113_RS15065	17	27	20	19
BW25113_RS15070	58	47	54	59
BW25113_RS15075	50	49	39	42
BW25113_RS15080	9	7	7	5
BW25113_RS15085	55	64	59	66
BW25113_RS15090	63	42	27	30
BW25113_RS15095	693	690	332	341
BW25113_RS15100	131	128	75	83
BW25113_RS15105	299	386	202	189
BW25113_RS25745	0	0	1	0
BW25113_RS15110	110	97	79	77
BW25113_RS15115	101	111	86	90
BW25113_RS15120	159	153	125	126
BW25113_RS15125	81	80	73	48
BW25113_RS15130	132	107	111	103
BW25113_RS23135	164	169	100	101
BW25113_RS15135	91	88	59	48
BW25113_RS24275	8	7	5	4
BW25113_RS15140	43	45	41	43
BW25113_RS15145	33	29	38	24
BW25113_RS15150	2	3	1	1
BW25113_RS15155	30	29	30	26
BW25113_RS15160	21	17	19	18
BW25113_RS15165	7	15	11	6
BW25113_RS15170	9	9	7	6
BW25113_RS15175	23	14	20	14
BW25113_RS15180	10	12	12	14
BW25113_RS15185	40	32	32	20
BW25113_RS15190	17	15	13	13
BW25113_RS15195	27	17	18	35
BW25113_RS15200	879	837	1315	1144
BW25113_RS15205	709	614	863	843
BW25113_RS15210	151	125	223	194
BW25113_RS15215	20	20	20	23
BW25113_RS15220	11	11	12	10
BW25113_RS15225	9	10	9	14
BW25113_RS15230	9	19	9	9
BW25113_RS15235	12	15	23	18
BW25113_RS15240	1	6	1	8
BW25113_RS15245	212	198	226	214
BW25113_RS15250	34	25	23	22
BW25113_RS15255	65	70	65	63
BW25113_RS15260	280	272	311	296
BW25113_RS15265	5	9	2	5
BW25113_RS26405	28	17	23	29
BW25113_RS26410	2	2	1	2
BW25113_RS15280	38	32	42	48
BW25113_RS15285	77	68	85	121
BW25113_RS15290	7	7	6	6
BW25113_RS15295	6	13	5	6
BW25113_RS15300	22	17	16	20
BW25113_RS15305	71	50	42	50
BW25113_RS15310	42	44	31	38
BW25113_RS15315	38	37	31	23
BW25113_RS15320	14	19	22	12
BW25113_RS15325	17	22	16	10
BW25113_RS15330	23	20	17	9
BW25113_RS15335	6	10	7	6
BW25113_RS15340	18	18	19	14
BW25113_RS15345	38	22	34	36
BW25113_RS15350	25	27	12	17
BW25113_RS15355	1228	1250	508	510
BW25113_RS15360	95	106	58	59
BW25113_RS15370	45	32	47	35
BW25113_RS15375	28	37	22	27
BW25113_RS15380	36	35	20	40
BW25113_RS15385	16	16	11	12
BW25113_RS15390	30	23	22	24
BW25113_RS15395	63	64	42	48
BW25113_RS15400	56	62	37	63
BW25113_RS26205	4	4	2	1
BW25113_RS15405	7	8	9	6
BW25113_RS15410	2	0	1	1
BW25113_RS15415	9	7	3	7
BW25113_RS15425	8	7	8	6
BW25113_RS15430	3	1	3	3
BW25113_RS15435	4	6	3	8
BW25113_RS15440	32	35	28	23
BW25113_RS15450	13	15	13	12
BW25113_RS15455	65	67	47	56
BW25113_RS15460	16	17	9	10
BW25113_RS15465	23	23	14	12
BW25113_RS15470	7	15	7	7
BW25113_RS15475	12	10	11	13
BW25113_RS15480	22	32	18	17
BW25113_RS15485	16	12	5	8
BW25113_RS15490	1	0	0	4
BW25113_RS15500	10	11	7	7
BW25113_RS15505	6	6	9	7
BW25113_RS15510	10	5	7	4
BW25113_RS15515	11	16	14	10
BW25113_RS15520	75	69	66	76
BW25113_RS15525	32	29	21	18
BW25113_RS15530	22	23	9	17
BW25113_RS15535	37	38	12	19
BW25113_RS15540	91	102	46	41
BW25113_RS15545	136	127	62	64
BW25113_RS15550	601	555	318	290
BW25113_RS15555	256	246	143	117
BW25113_RS15560	267	272	157	122
BW25113_RS15565	195	213	115	126
BW25113_RS15575	5	2	0	5
BW25113_RS15585	98	102	65	44
BW25113_RS15590	33	22	20	19
BW25113_RS15595	18	14	4	18
BW25113_RS15600	17	19	12	23
BW25113_RS15605	39	43	35	27
BW25113_RS15615	29	27	26	32
BW25113_RS15620	25	20	19	17
BW25113_RS15625	15	9	5	12
BW25113_RS15635	76	78	56	72
BW25113_RS15640	38	48	25	27
BW25113_RS15645	15	8	7	12
BW25113_RS15650	3	7	8	0
BW25113_RS15655	74	84	54	66
BW25113_RS15660	55	42	50	38
BW25113_RS15665	21	25	28	26
BW25113_RS15670	113	86	73	76
BW25113_RS15675	57	65	56	41
BW25113_RS15680	11	12	6	6
BW25113_RS15685	9	4	1	5
BW25113_RS15690	12	19	11	11
BW25113_RS15695	24	20	20	18
BW25113_RS15700	8	15	11	9
BW25113_RS15705	15	18	24	14
BW25113_RS15710	1	1	1	5
BW25113_RS15715	17	14	21	21
BW25113_RS15720	22	24	32	16
BW25113_RS15725	138	173	100	103
BW25113_RS15730	45	64	38	31
BW25113_RS15735	77	75	37	57
BW25113_RS15740	25	23	17	14
BW25113_RS15745	45	34	35	36
BW25113_RS15750	163	199	192	185
BW25113_RS15760	121	87	76	57
BW25113_RS15765	129	127	126	100
BW25113_RS15770	23	28	19	16
BW25113_RS15775	46	39	32	38
BW25113_RS25885	7	4	6	8
BW25113_RS15785	106	112	94	98
BW25113_RS15790	14	15	17	17
BW25113_RS15795	8	5	2	2
BW25113_RS15805	0	0	0	0
BW25113_RS15810	27	22	18	18
BW25113_RS15815	10	7	8	5
BW25113_RS15820	7	11	8	9
BW25113_RS15825	9	3	2	4
BW25113_RS15830	6	8	8	9
BW25113_RS15835	32	38	31	29
BW25113_RS25750	8	10	6	6
BW25113_RS24335	12	12	2	6
BW25113_RS15850	50	59	53	40
BW25113_RS15855	87	93	83	90
BW25113_RS15860	37	39	45	39
BW25113_RS15870	63	79	25	13
BW25113_RS15875	63	67	27	36
BW25113_RS15880	23	19	21	14
BW25113_RS15885	9	8	9	5
BW25113_RS15890	7	19	14	13
BW25113_RS15895	9	10	11	7
BW25113_RS15900	9	6	10	4
BW25113_RS15905	6	1	7	7
BW25113_RS15910	16	15	18	16
BW25113_RS15915	29	32	20	27
BW25113_RS15920	84	76	65	82
BW25113_RS15925	137	153	130	102
BW25113_RS15930	315	303	352	332
BW25113_RS15935	9	15	11	6
BW25113_RS15940	0	3	0	1
BW25113_RS15945	9	15	10	12
BW25113_RS15950	14	14	20	13
BW25113_RS15955	25	28	24	31
BW25113_RS15960	19	25	13	15
BW25113_RS15965	5	6	5	2
BW25113_RS15970	32	44	23	25
BW25113_RS15975	42	39	42	34
BW25113_RS15980	5	8	7	5
BW25113_RS15985	13	19	12	10
BW25113_RS15990	8	8	13	6
BW25113_RS15995	25	23	20	24
BW25113_RS16000	51	62	34	34
BW25113_RS16005	8	6	11	4
BW25113_RS16010	6	3	3	3
BW25113_RS16020	43	41	25	13
BW25113_RS16025	5	11	7	3
BW25113_RS16030	11	12	7	9
BW25113_RS16035	34	31	31	27
BW25113_RS16040	18	23	17	15
BW25113_RS16045	28	48	33	30
BW25113_RS16050	9	9	7	8
BW25113_RS16055	57	50	30	34
BW25113_RS16060	53	47	35	27
BW25113_RS16065	29	30	16	18
BW25113_RS16070	67	64	47	50
BW25113_RS26210	8	4	7	6
BW25113_RS16075	39	44	45	46
BW25113_RS16080	29	36	32	35
BW25113_RS16085	85	92	71	45
BW25113_RS16090	50	38	38	26
BW25113_RS16095	38	34	34	19
BW25113_RS16100	52	45	28	30
BW25113_RS16105	11	7	5	4
BW25113_RS16110	29	24	10	19
BW25113_RS16115	8	4	4	1
BW25113_RS16120	3	3	2	3
BW25113_RS16125	23	15	27	23
BW25113_RS16130	7	9	11	10
BW25113_RS16135	3	2	2	5
BW25113_RS16140	62	66	52	56
BW25113_RS16145	60	61	49	42
BW25113_RS16150	1010	953	409	431
BW25113_RS16155	633	638	277	295
BW25113_RS16160	3776	3732	1393	1428
BW25113_RS16165	1244	1169	337	320
BW25113_RS16170	1685	1616	447	427
BW25113_RS16175	852	852	187	169
BW25113_RS16180	87	75	23	26
BW25113_RS26040	0	1	4	4
BW25113_RS16190	5	10	5	3
BW25113_RS16195	9	16	8	9
BW25113_RS23140	751	730	544	501
BW25113_RS16200	144	117	13	12
BW25113_RS16205	115	89	9	15
BW25113_RS16210	84	84	10	11
BW25113_RS16215	50	56	20	21
BW25113_RS16220	118	125	63	75
BW25113_RS16225	28	23	13	17
BW25113_RS16230	23	37	15	18
BW25113_RS16235	17	19	24	25
BW25113_RS16240	11	9	13	13
BW25113_RS16245	9	8	4	2
BW25113_RS16260	12	11	10	10
BW25113_RS16265	9	5	5	9
BW25113_RS16270	6	4	2	5
BW25113_RS16275	6	9	10	9
BW25113_RS16280	7	12	4	9
BW25113_RS16285	3	8	8	6
